0 	11	0.0	1.375	3	0
1	11	0.0	1.2222222222222223	3	0
2	10	0.16666666666666666	1.6666666666666667	4	1
3	10	0.0	1.25	3	0
4	10	0.0	1.6666666666666667	3	0
5	10	0.0	1.25	3	0
6	14	0.1	1.5555555555555556	5	1
7	14	0.0	1.4	4	0
8	15	0.0	1.875	4	0
9	10	0.0	1.25	3	0
10	12	0.16666666666666666	1.7142857142857142	4	1
11	10	0.0	1.25	3	0
12	11	0.0	1.5714285714285714	3	0
13	10	0.0	1.6666666666666667	3	0
14	16	0.0	1.7777777777777777	4	0
15	11	0.0	1.375	3	0
16	10	0.0	1.4285714285714286	3	0
17	10	0.0	1.25	3	0
18	15	0.0	1.5	4	0
19	11	0.0	1.375	3	0
20	7	0.3333333333333333	1.4	3	1
21	9	0.0	1.2857142857142858	3	0
22	3	0	1.0	1	0
23	7	0.3333333333333333	1.4	3	1
24	7	0.0	1.4	3	0
25	8	0.3333333333333333	1.3333333333333333	3	1
26	9	0.0	1.5	3	0
27	10	0.0	1.4285714285714286	3	0
28	10	0.0	1.4285714285714286	3	0
29	10	0.0	1.4285714285714286	3	0
30	9	0.0	1.2857142857142858	3	0
31	9	0.0	1.2857142857142858	3	0
32	8	0.0	1.3333333333333333	3	0
33	13	0.0	1.625	4	0
34	10	0.0	1.25	3	0
35	11	0.16666666666666666	1.5714285714285714	4	1
36	12	0.0	1.5	4	0
37	15	0.0	1.5	4	0
38	7	0.3333333333333333	1.4	3	1
39	7	0.0	1.4	3	0
40	3	0	1.0	1	0
41	11	0.0	1.5714285714285714	3	0
42	10	0.0	1.4285714285714286	3	0
43	10	0.0	1.25	3	0
44	6	0.0	1.2	2	0
45	10	0.0	1.4285714285714286	3	0
46	8	0.3333333333333333	2.0	3	1
47	6	0.0	1.2	2	0
48	3	0	1.0	1	0
49	9	0.0	1.8	3	0
50	9	0.0	1.8	3	0
51	14	0.0	1.5555555555555556	4	0
52	12	0.0	1.7142857142857142	4	0
53	3	0	1.0	1	0
54	10	0.0	1.6666666666666667	3	0
55	9	0.0	1.2857142857142858	3	0
56	16	0.0	1.6	4	0
57	11	0.0	1.375	3	0
58	7	0.3333333333333333	1.75	3	1
59	11	0.3333333333333333	1.5714285714285714	4	2
60	9	0.0	1.2857142857142858	3	0
61	9	0.0	1.5	3	0
62	11	0.3333333333333333	1.5714285714285714	4	2
63	3	0	1.0	1	0
64	7	0.3333333333333333	1.4	3	1
65	9	0.0	1.2857142857142858	3	0
66	12	0.16666666666666666	1.7142857142857142	4	1
67	3	0	1.0	1	0
68	10	0.0	1.4285714285714286	3	0
69	11	0.0	1.375	4	0
70	7	0.0	1.1666666666666667	2	0
71	3	0	1.0	1	0
72	9	0.0	1.2857142857142858	3	0
