0 	9	0.0	1.2857142857142858	3	0
1	10	0.0	1.25	3	0
2	13	0.0	1.3	4	0
3	13	0.0	1.3	4	0
4	4	0	1.0	1	0
5	14	0.0	1.4	4	0
6	10	0.0	1.25	3	0
7	9	0.0	1.2857142857142858	3	0
8	9	0.0	1.2857142857142858	3	0
9	3	0	1.0	1	0
10	3	0	1.0	1	0
11	5	0.0	1.6666666666666667	3	0
12	7	0.0	1.4	3	0
13	3	0	1.0	1	0
14	11	0.0	1.375	3	0
15	9	0.0	1.5	3	0
16	10	0.0	1.6666666666666667	3	0
17	10	0.0	1.4285714285714286	3	0
18	10	0.0	1.25	3	0
19	10	0.0	1.25	3	0
20	4	0	1.0	1	0
21	9	0.0	1.2857142857142858	3	0
22	7	0.0	1.4	3	0
23	3	0	1.0	1	0
24	9	0.0	1.5	3	0
25	10	0.0	1.4285714285714286	3	0
26	10	0.0	1.25	3	0
27	9	0.0	1.5	3	0
28	11	0.3333333333333333	1.8333333333333333	4	2
29	10	0.0	1.25	3	0
30	10	0.0	1.4285714285714286	4	0
31	4	0	1.0	1	0
32	12	0.16666666666666666	2.0	4	1
33	17	0.0	1.7	4	0
34	7	0.3333333333333333	1.4	3	1
35	8	0.6666666666666666	1.3333333333333333	3	2
36	9	0.3333333333333333	1.2857142857142858	3	1
37	9	0.0	1.2857142857142858	3	0
38	5	0.0	1.25	2	0
39	14	0.0	1.75	4	0
40	7	0.3333333333333333	1.4	3	1
41	8	0.3333333333333333	1.3333333333333333	3	1
42	10	0.0	1.25	3	0
43	8	0.3333333333333333	2.0	3	1
44	9	0.0	1.5	3	0
45	9	0.0	1.5	3	0
46	10	0.0	1.25	3	0
47	4	0	1.0	1	0
48	3	0	1.0	1	0
49	4	0	1.0	1	0
50	10	0.0	1.25	3	0
51	4	0	1.0	1	0
52	4	0	1.0	1	0
53	10	0.0	1.6666666666666667	3	0
54	14	0.0	1.5555555555555556	4	0
55	3	0	1.0	1	0
56	3	0	1.0	1	0
57	16	0.0	1.7777777777777777	4	0
58	7	0.0	1.4	3	0
59	10	0.0	1.25	3	0
60	9	0.3333333333333333	1.5	4	2
61	5	0.0	1.6666666666666667	3	0
62	9	0.3333333333333333	1.2857142857142858	3	1
63	15	0.0	1.5	4	0
64	11	0.0	1.5714285714285714	4	0
65	3	0	1.0	1	0
66	13	0.0	1.8571428571428572	4	0
67	4	0	1.0	1	0
68	10	0.0	1.6666666666666667	3	0
69	12	0.0	1.3333333333333333	4	0
70	10	0.0	1.4285714285714286	3	0
71	3	0	1.0	1	0
72	4	0	1.0	1	0
73	10	0.0	1.6666666666666667	3	0
74	15	0.0	1.875	4	0
75	10	0.0	1.6666666666666667	3	0
76	4	0.0	1.3333333333333333	2	0
77	10	0.0	1.25	3	0
78	10	0.0	1.25	3	0
79	10	0.0	1.6666666666666667	3	0
80	15	0.0	1.875	4	0
81	13	0.0	2.1666666666666665	4	0
82	14	0.0	2.0	4	0
83	11	0.0	1.375	3	0
84	10	0.0	1.6666666666666667	3	0
85	10	0.0	1.25	3	0
86	10	0.0	1.4285714285714286	3	0
87	15	0.0	1.875	4	0
